p-value	FDR_BH	f-score	row_number	mz	retention_time	mock_6hr_01	mock_6hr_02	mock_6hr_03	yf_6hr_01	yf_6hr_02	yf_6hr_03
1.0005557785192237e-07	0.0007297747636488233	87.9800081984153	row_7124	578.1245	446.0	13.73	13.863140218797493	13.773269432026309	17.315953495487555	17.295040242871103	17.321546620123424
1.8255778953066248e-07	0.0007297747636488233	-75.69399577808508	row_1492	241.0082	93.0	15.8	15.822631693412106	15.924387011713616	10.173250226871595	10.276016163374546	10.390843550098106
3.717154905509063e-07	0.0009906217823181652	-63.35850516150697	row_1257	205.5373	93.0	15.53	15.665453232881521	15.720489610795388	10.173250226871595	10.276016163374546	10.390843550098106
7.049840890504622e-07	0.0014090869479896114	-53.98147555259755	row_2140	396.1284	73.0	15.97	16.15794574254402	15.822438311254501	10.265084983182371	10.276016163374546	10.390843550098106
1.2997439034115696e-06	0.0018012754862626148	-46.31655554221993	row_2098	384.088	105.0	18.83	19.14433649262511	19.237719776634826	9.754891892566945	10.276016163374546	9.9426928252694
1.4903920556687262e-06	0.0018012754862626148	44.75604221275545	row_7823	184.0885	58.0	9.97	10.447128343266138	10.164285435773673	16.46903296506595	16.54263384374739	16.466933609984963
1.7347389925167285e-06	0.0018012754862626148	-43.08635736501117	row_1831	307.0828	295.0	21.03	21.55440622076073	21.409227096413954	11.43852909159785	11.770522024647674	11.19334601083788
2.0234777836436626e-06	0.0018012754862626148	41.45648825125356	row_7870	305.1452	88.0	9.97	10.447128343266138	10.164285435773673	19.050610003580008	19.62440799906232	19.489345475108784
2.027702235942906e-06	0.0018012754862626148	41.43483715905821	row_7862	288.1171	89.0	9.97	10.447128343266138	10.164285435773673	17.193507153739855	17.552713667228538	17.415345609041058
2.2871617668795856e-06	0.0018285858326202286	40.203726070914094	row_7842	238.1063	302.0	9.97	10.447128343266138	10.164285435773673	17.009837641118303	17.068287629436558	16.758752686617605
3.0834931675999167e-06	0.0018795212754090288	37.3041924539117	row_7851	271.0885	101.0	9.7	10.164207114311086	9.970582904901354	16.407809794192097	16.57355465467028	16.810863236016292
3.1151292014689433e-06	0.0018795212754090288	-37.20888996567769	row_1828	306.0746	94.0	17.04	17.624944707496134	17.52498160892171	10.173250226871595	10.276016163374546	10.390843550098106
3.234873456177085e-06	0.0018795212754090288	-36.85882240960486	row_2447	574.2049	157.0	14.75	14.39754698460148	14.49710520528602	10.418142910367	10.276016163374546	10.390843550098106
3.291219243993296e-06	0.0018795212754090288	-36.699653024414765	row_6035	602.1696	510.0	14.79	15.089132210936048	15.251525588683464	9.244698801951518	9.420540394507858	9.494542100440697
3.843168905758743e-06	0.0020396809619922713	35.30087648986638	row_7931	244.0784	58.0	12.41	11.872213052076765	12.152285094726397	17.71390410616759	17.841307902508863	17.780119454831862
4.485004049362231e-06	0.0020396809619922713	-33.960222758824415	row_826	164.0383	107.0	18.1	18.002173012769536	17.91238667066634	16.12210166344746	16.099435553852597	16.070893434554943
5.113690211224975e-06	0.0020396809619922713	-32.86132764339554	row_1834	307.5834	295.0	18.36	19.14433649262511	19.094991595992063	10.173250226871595	10.276016163374546	10.390843550098106
5.301019888587325e-06	0.0020396809619922713	32.56617027195393	row_2452	577.128	447.0	15.12	14.879560930228601	14.833535916801097	18.377155123967643	18.23297150753217	18.217848069780832
5.856510048105779e-06	0.0020396809619922713	31.762301953074104	row_2449	576.1331	443.0	16.86	17.00670942940917	17.239525247636188	20.652616308112442	20.706636381363552	20.771264990316475
